,movie_title,genres,language,title_year,duration,imdb_score,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,is_english
3352,Quo Vadis ,Biography|Drama|History|Romance,English,1951.0,171.0,7.2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3353,Repo! The Genetic Opera ,Horror|Musical|Sci-Fi,English,2008.0,150.0,6.7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
3354,Valley of the Wolves: Iraq ,Action|Adventure,Arabic,2006.0,122.0,6.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3355,Pulp Fiction ,Crime|Drama,English,1994.0,178.0,8.9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3356,The Muppet Movie ,Adventure|Comedy|Family|Musical,English,1979.0,95.0,7.7,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
3357,Nightcrawler ,Crime|Drama|Thriller,English,2014.0,117.0,7.9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3358,Club Dread ,Comedy|Horror|Thriller,English,2004.0,119.0,5.6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
3359,The Sound of Music ,Biography|Drama|Family|Musical|Romance,English,1965.0,174.0,8.0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1
3360,Splash ,Comedy|Fantasy|Romance,English,1984.0,111.0,6.2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
3361,Little Miss Sunshine ,Comedy|Drama,English,2006.0,101.0,7.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3362,Stand by Me ,Adventure|Drama,English,1986.0,89.0,8.1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3363,28 Days Later... ,Drama|Horror|Sci-Fi|Thriller,English,2002.0,113.0,7.6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
3364,You Got Served ,Drama|Music,English,2004.0,95.0,3.5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3365,Escape from Alcatraz ,Biography|Crime|Drama,English,1979.0,112.0,7.6,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3368,50/50 ,Comedy|Drama|Romance,English,2011.0,100.0,7.7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3369,Shutter ,Horror|Mystery|Thriller,English,2008.0,90.0,5.2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
3370,Creepshow ,Comedy|Fantasy|Horror,English,1982.0,130.0,6.9,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3371,That Awkward Moment ,Comedy|Romance,English,2014.0,94.0,6.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3374,Much Ado About Nothing ,Comedy|Drama|Romance,English,1993.0,111.0,7.4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3375,On Her Majesty's Secret Service ,Action|Adventure|Thriller,English,1969.0,142.0,6.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3377,New Nightmare ,Fantasy|Horror|Mystery|Thriller,English,1994.0,107.0,6.4,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
3378,Drive Me Crazy ,Comedy|Drama|Romance,English,1999.0,91.0,5.7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3379,Akeelah and the Bee ,Drama,English,2006.0,112.0,7.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3380,Half Baked ,Comedy|Crime,English,1998.0,82.0,6.7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3381,New in Town ,Comedy|Romance,English,2009.0,97.0,5.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3382,Syriana ,Drama|Thriller,English,2005.0,128.0,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3383,American Psycho ,Crime|Drama,English,2000.0,102.0,7.6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3384,The Good Girl ,Drama|Romance,English,2002.0,93.0,6.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3385,Bon Cop Bad Cop ,Action|Comedy|Crime|Thriller,English,2006.0,116.0,7.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3386,The Boondock Saints II: All Saints Day ,Action|Crime|Thriller,English,2009.0,138.0,6.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3388,Enough Said ,Comedy|Drama|Romance,English,2013.0,93.0,7.1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3389,Easy A ,Comedy|Romance,English,2010.0,92.0,7.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3391,Shadow of the Vampire ,Drama|Horror,English,2000.0,92.0,6.9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3392,Prom ,Comedy|Drama,English,2011.0,104.0,5.4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3396,Howards End ,Drama|Romance,English,1992.0,140.0,7.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3398,Anomalisa ,Animation|Comedy|Drama|Romance,English,2015.0,90.0,7.3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3399,Another Year ,Comedy|Drama,English,2010.0,129.0,7.3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3400,8 Women ,Comedy|Crime|Musical|Romance,French,2002.0,111.0,7.1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
3401,Showdown in Little Tokyo ,Action|Comedy|Crime|Thriller,English,1991.0,79.0,6.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3402,Clay Pigeons ,Comedy|Crime,English,1998.0,104.0,6.6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3403,It's Kind of a Funny Story ,Comedy|Drama|Romance,English,2010.0,101.0,7.2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3404,Made in Dagenham ,Biography|Comedy|Drama|History,English,2010.0,113.0,7.2,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3408,The Secret of Kells ,Adventure|Animation|Family|Fantasy,English,2009.0,75.0,7.7,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3409,Begin Again ,Drama|Music,English,2013.0,104.0,7.4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3410,Down in the Valley ,Drama|Romance|Thriller,English,2005.0,108.0,6.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
3415,Fido ,Comedy|Drama|Horror|Sci-Fi,English,2006.0,93.0,6.8,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3417,Wild Target ,Action|Comedy|Crime,English,2010.0,98.0,6.9,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3418,Pathology ,Crime|Horror|Thriller,English,2008.0,95.0,6.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
3421,Dear Wendy ,Comedy|Crime|Drama|Romance,English,2004.0,102.0,6.6,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3423,Akira ,Action|Animation|Sci-Fi,Japanese,1988.0,124.0,8.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3424,The Death and Life of Bobby Z ,Action|Crime|Thriller,English,2007.0,97.0,5.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3428,Imagine Me & You ,Comedy|Drama|Romance,English,2005.0,90.0,6.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3430,Swimming Pool ,Crime|Drama|Mystery|Thriller,English,2003.0,102.0,6.8,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
3434,Driving Miss Daisy ,Comedy|Drama|Family,English,1989.0,99.0,7.4,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3436,Rumble in the Bronx ,Action|Comedy,Cantonese,1995.0,89.0,6.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3438,Thank You for Smoking ,Comedy|Drama,English,2005.0,92.0,7.6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3439,Hostel: Part II ,Horror,English,2007.0,94.0,5.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3440,An Education ,Drama,English,2009.0,100.0,7.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3441,Shopgirl ,Drama|Romance,English,2005.0,106.0,6.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3443,Narc ,Crime|Drama|Mystery|Thriller,English,2002.0,105.0,7.2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
3447,Extract ,Comedy|Crime|Romance,English,2009.0,92.0,6.2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3450,Code 46 ,Drama|Romance|Sci-Fi|Thriller,English,2003.0,93.0,6.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1
3452,Crash ,Crime|Drama|Thriller,English,2004.0,115.0,7.9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3453,Albert Nobbs ,Drama,English,2011.0,113.0,6.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3456,Persepolis ,Animation|Biography|Drama|War,French,2007.0,89.0,8.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3457,The Hole ,Adventure|Fantasy|Thriller,English,2009.0,92.0,5.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
3458,The Wave ,Drama|Thriller,German,2008.0,107.0,7.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3459,The Neon Demon ,Horror|Thriller,English,2016.0,118.0,7.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
3460,Harry Brown ,Action|Crime|Drama|Thriller,English,2009.0,97.0,7.2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3461,Spider-Man 3 ,Action|Adventure|Romance,English,2007.0,156.0,6.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3463,Juno ,Comedy|Drama|Romance,English,2007.0,96.0,7.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3465,Diamonds Are Forever ,Action|Adventure|Thriller,English,1971.0,120.0,6.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3466,The Godfather ,Crime|Drama,English,1972.0,175.0,9.2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3467,Flashdance ,Drama|Music|Romance,English,1983.0,95.0,6.1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
3468,500 Days of Summer ,Comedy|Drama|Romance,English,2009.0,95.0,7.7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3469,The Piano ,Drama|Music|Romance,English,1993.0,121.0,7.6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
3470,Magic Mike ,Comedy|Drama,English,2012.0,110.0,6.1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3471,Darkness Falls ,Horror|Mystery|Thriller,English,2003.0,96.0,4.9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
3472,Live and Let Die ,Action|Adventure|Thriller,English,1973.0,121.0,6.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3473,My Dog Skip ,Drama|Family|Sport,English,2000.0,95.0,7.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
3474,"Definitely, Maybe ",Comedy|Drama|Romance,English,2008.0,112.0,7.2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3476,The Great Gatsby ,Drama|Romance,English,2013.0,143.0,7.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3477,"Good Night, and Good Luck. ",Biography|Drama|History,English,2005.0,93.0,7.5,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3478,Capote ,Biography|Crime|Drama,English,2005.0,110.0,7.4,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3479,Desperado ,Action|Crime|Thriller,English,1995.0,104.0,7.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3482,Logan's Run ,Action|Adventure|Sci-Fi,English,1976.0,119.0,6.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3483,The Man with the Golden Gun ,Action|Adventure|Thriller,English,1974.0,125.0,6.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3485,The Descent ,Adventure|Horror|Thriller,English,2005.0,100.0,7.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
3487,Devil's Due ,Horror|Mystery,English,2014.0,89.0,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
3488,Flirting with Disaster ,Comedy,English,1996.0,92.0,6.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3489,The Devil's Rejects ,Crime|Horror,English,2005.0,109.0,6.9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3491,Dope ,Comedy|Crime|Drama,English,2015.0,103.0,7.3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3493,Skyfall ,Action|Adventure|Thriller,English,2012.0,143.0,7.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3494,House of 1000 Corpses ,Horror,English,2003.0,105.0,6.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3496,A Serious Man ,Comedy|Drama,English,2009.0,106.0,7.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3497,Get Low ,Drama|Mystery,English,2009.0,100.0,7.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3498,Warlock ,Action|Fantasy|Horror|Thriller,English,1989.0,103.0,6.2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
3499,Beyond the Lights ,Drama|Music,English,2014.0,116.0,6.9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3500,A Single Man ,Drama|Romance,English,2009.0,99.0,7.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3501,The Last Temptation of Christ ,Drama,English,1988.0,164.0,7.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3503,Bride & Prejudice ,Comedy|Drama|Musical|Romance,English,2004.0,122.0,6.2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
3504,Rabbit-Proof Fence ,Adventure|Biography|Drama|History,Aboriginal,2002.0,94.0,7.5,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3505,Who's Your Caddy? ,Comedy|Sport,English,2007.0,93.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3510,Veer-Zaara ,Drama|Musical|Romance,Hindi,2004.0,192.0,7.9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
3511,Redbelt ,Drama|Sport,English,2008.0,99.0,6.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3512,Cyrus ,Comedy|Drama|Romance,English,2010.0,91.0,6.3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3514,Auto Focus ,Biography|Crime|Drama,English,2002.0,105.0,6.6,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3515,Factory Girl ,Biography|Drama,English,2006.0,99.0,6.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3516,We Need to Talk About Kevin ,Drama|Thriller,English,2011.0,112.0,7.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3520,Mother and Child ,Drama|Romance,English,2009.0,125.0,7.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3522,Les visiteurs ,Comedy|Fantasy|Sci-Fi,French,1993.0,107.0,7.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3523,Somewhere ,Comedy|Drama,English,2010.0,97.0,6.3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3526,Hesher ,Drama,English,2010.0,106.0,7.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3527,Dom Hemingway ,Comedy|Crime|Drama,English,2013.0,93.0,6.2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3528,Gerry ,Adventure|Drama|Mystery,English,2002.0,103.0,6.2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3535,The Boondock Saints ,Action|Crime|Thriller,English,1999.0,102.0,7.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3540,Pale Rider ,Western,English,1985.0,115.0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3541,Stargate: The Ark of Truth ,Action|Adventure|Drama|Fantasy|Sci-Fi,English,2008.0,97.0,7.4,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
3542,Dazed and Confused ,Comedy,English,1993.0,102.0,7.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3543,High School Musical 2 ,Comedy|Drama|Family|Music|Musical|Romance,English,2007.0,111.0,4.8,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1
3547,The Chumscrubber ,Comedy|Drama,English,2005.0,108.0,7.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3548,Shade ,Crime|Thriller,English,2003.0,101.0,6.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3549,House at the End of the Street ,Drama|Horror|Thriller,English,2012.0,101.0,5.6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
3550,Incendies ,Drama|Mystery|War,French,2010.0,139.0,8.2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3553,Elite Squad ,Action|Crime|Drama|Thriller,Portuguese,2007.0,115.0,8.1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3554,Annabelle ,Horror|Mystery,English,2014.0,99.0,5.4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
3556,Boyz n the Hood ,Crime|Drama,English,1991.0,112.0,7.8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3557,La Bamba ,Biography|Drama|Music,English,1987.0,108.0,6.8,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3559,Dressed to Kill ,Mystery|Romance|Thriller,English,1980.0,104.0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
3561,Go ,Comedy|Crime,English,1999.0,102.0,7.3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3562,Friends with Money ,Comedy|Drama|Romance,English,2006.0,88.0,5.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3563,The Andromeda Strain ,Sci-Fi|Thriller,English,1971.0,115.0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
3565,Nowhere in Africa ,Biography|Drama,English,2001.0,141.0,7.7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3566,Shame ,Drama,English,2011.0,101.0,7.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3567,Layer Cake ,Crime|Drama|Thriller,English,2004.0,105.0,7.4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3569,The East ,Drama|Thriller,English,2013.0,116.0,6.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3570,A Home at the End of the World ,Drama|Romance,English,2004.0,97.0,6.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3572,The Messenger ,Drama|Romance|War,English,2009.0,105.0,7.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
3574,Control ,Biography|Drama|Music,English,2007.0,122.0,7.7,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3575,The Terminator ,Action|Sci-Fi,English,1984.0,107.0,8.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3576,Good Bye Lenin! ,Drama|Romance,German,2003.0,121.0,7.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3577,The Damned United ,Biography|Drama|Sport,English,2009.0,98.0,7.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3578,The Return of the Living Dead ,Comedy|Horror|Sci-Fi,English,1985.0,108.0,7.3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3580,Mallrats ,Comedy|Romance,English,1995.0,123.0,7.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3581,Grease ,Musical|Romance,English,1978.0,110.0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
3582,Platoon ,Drama|War,English,1986.0,120.0,8.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3583,Fahrenheit 9/11 ,Documentary|Drama|War,English,2004.0,122.0,7.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3584,Butch Cassidy and the Sundance Kid ,Biography|Crime|Drama|Western,English,1969.0,110.0,8.1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3585,Mary Poppins ,Comedy|Family|Fantasy|Musical,English,1964.0,139.0,7.8,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
3586,Ordinary People ,Drama,English,1980.0,124.0,7.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3587,Around the World in 80 Days ,Action|Adventure|Comedy,English,2004.0,120.0,5.8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3588,West Side Story ,Crime|Drama|Musical|Romance|Thriller,English,1961.0,152.0,7.6,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1
3589,Caddyshack ,Comedy|Sport,English,1980.0,98.0,7.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3592,The Usual Suspects ,Crime|Drama|Mystery|Thriller,English,1995.0,106.0,8.6,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
3593,A Nightmare on Elm Street 5: The Dream Child ,Fantasy|Horror|Romance|Thriller,English,1989.0,89.0,5.1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
3594,Van Wilder: Party Liaison ,Comedy|Romance,English,2002.0,94.0,6.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3595,The Wrestler ,Drama|Sport,English,2008.0,109.0,7.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3597,Best in Show ,Comedy,English,2000.0,90.0,7.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3598,Escape from New York ,Action|Sci-Fi,English,1981.0,106.0,7.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3600,Daddy Day Camp ,Comedy|Family,English,2007.0,89.0,2.9,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3601,Mr. Nice Guy ,Action|Comedy|Crime,English,1997.0,86.0,6.2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3602,A Mighty Wind ,Comedy|Music,English,2003.0,91.0,7.3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3603,Mystic Pizza ,Comedy|Drama|Romance,English,1988.0,104.0,6.2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3605,Sliding Doors ,Comedy|Drama|Fantasy|Romance,English,1998.0,99.0,6.8,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
3607,The Last King of Scotland ,Biography|Drama|History|Thriller,English,2006.0,121.0,7.7,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
3608,Halloween 5 ,Horror|Thriller,English,1989.0,96.0,5.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
3609,Bernie ,Comedy|Crime|Drama,English,2011.0,99.0,6.8,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3611,Pollock ,Biography|Drama,English,2000.0,122.0,7.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3612,200 Cigarettes ,Comedy|Drama|Romance,English,1999.0,101.0,5.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3613,The Words ,Drama|Mystery|Romance|Thriller,English,2012.0,102.0,7.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1
3614,Casa de mi Padre ,Comedy|Western,Spanish,2012.0,84.0,5.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3615,City Island ,Comedy|Drama,English,2009.0,104.0,7.4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
